Organization,IP,Programme,Donor,Crisis,Status,BeneficiaryType,RuralUrban,Modality,RegionMap,DistrictMap,Settlement,Location,StartMonth,EndMonth,EndYear,LastUpdated,PIN,Target,PCM,CRFM,ReportYear,ProgrammeCategory,Id,Individuals,Households,Men,Women,Boys,Girls
UNHCR,NRC,NFI KITS,UNHCR donor - various,Drought,Completed,NIDP,Urban,In-Kind,Galgaduud,Cadaado,Cadaado,N/A,31/03/2022,31/03/2022,2022,30/09/2022,3600000,1200000,Unk,Unk,2022,NFI,1106,250,42,50,48,77,74
UNHCR,NRC,NFI KITS,UNHCR donor - various,Drought,Completed,NIDP,Urban,In-Kind,Galgaduud,Cabudwaaq,Cabudwaaq,N/A,31/03/2022,31/03/2022,2022,30/09/2022,3600000,1200000,Unk,Unk,2022,NFI,1109,350,58,66,60,117,106
UNHCR,NRC,NFI KITS,UNHCR donor - various,Drought,Ongoing,NIDP,Urban,Cash,Woqooyi Galbeed,#N/A,#VALUE!,N/A,31/01/2022,31/12/2022,2022,30/09/2022,3600000,1200000,No,No,2022,NFI,1312,17670,2945,0,0,0,0
UNHCR,NRC,NFI KITS,UNHCR donor - various,Drought,Planned,NIDP,Urban,In-Kind,Woqooyi Galbeed,#N/A,#VALUE!,Somaliland Regions,31/01/2022,31/10/2022,2022,30/09/2022,3600000,1200000,No,No,2022,NFI,1211,12000,2000,0,0,0,0
UNHCR,NRC,NFI KITS,UNHCR donor - various,Flood,Completed,NIDP,Urban,In-Kind,Bari,Bossaso,Bossaso,Gati effected HHs,31/12/2020,30/04/2021,2021,30/09/2022,3200000,2500000,No,No,2021,NFI,926,21600,3600,4110,4003,6832,6655
UNHCR,NRC,NFI KITS,UNHCR donor - various,Flood,Completed,NIDP,Urban,In-Kind,Galgaduud,Cabudwaaq,Cabudwaaq,Gati effected HHs,31/01/2021,30/06/2021,2021,30/09/2022,3200000,2500000,No,No,2021,NFI,946,2366,350,447,405,794,719
UNHCR,NRC,NFI KITS,UNHCR donor - various,Flood,Completed,NIDP,Urban,In-Kind,Galgaduud,Cabudwaaq,Cabudwaaq,Gati effected HHs,30/06/2021,31/12/2021,2021,30/09/2022,3200000,2500000,No,No,2021,NFI,958,240,40,45,41,81,73
UNHCR,NRC,NFI KITS,UNHCR donor - various,Flood,Completed,PIDP,Mixed,In-Kind,Bari,Bossaso,Bossaso,"Wadajir, Biya kuluke, Alkeyr, Ajuuran, QOW",31/03/2021,31/05/2021,2021,30/09/2022,3200000,2500000,Unk,Yes,2021,NFI,944,6900,1150,1313,1279,2183,2126
UNHCR,NRC,NFI KITS,UNHCR donor - various,Flood,Completed,PIDP,Mixed,In-Kind,Bari,Iskushuban,Baargaal,Baargal Village,31/03/2021,31/05/2021,2021,30/09/2022,3200000,2500000,Unk,Yes,2021,NFI,942,1080,180,207,199,344,330
UNHCR,NRC,NFI KITS,UNHCR donor - various,Flood,Completed,PIDP,Mixed,In-Kind,Bari,Iskushuban,Baargaal,Qorraxaad,31/03/2021,31/05/2021,2021,30/09/2022,3200000,2500000,Unk,Yes,2021,NFI,939,540,90,103,99,172,165
UNHCR,NRC,NFI KITS,UNHCR donor - various,Flood,Completed,PIDP,Mixed,In-Kind,Bari,Iskushuban,Baargaal,Muudiye,31/03/2021,31/05/2021,2021,30/09/2022,3200000,2500000,Unk,Yes,2021,NFI,936,420,70,80,77,134,128
UNHCR,NRC,NFI KITS,UNHCR donor - various,Flood,Completed,PIDP,Mixed,In-Kind,Bari,Iskushuban,Baargaal,Taageer,31/03/2021,31/05/2021,2021,30/09/2022,3200000,2500000,Unk,Yes,2021,NFI,940,600,100,115,110,191,184
UNHCR,NRC,NFI KITS,UNHCR donor - various,Flood,Completed,PIDP,Mixed,In-Kind,Bari,Iskushuban,Baargaal,Geed Xagar,31/03/2021,31/05/2021,2021,30/09/2022,3200000,2500000,Unk,Yes,2021,NFI,938,480,80,92,88,153,147
UNHCR,NRC,NFI KITS,UNHCR donor - various,Flood,Completed,PIDP,Mixed,In-Kind,Bari,Iskushuban,Baargaal,Dibir,31/03/2021,31/05/2021,2021,30/09/2022,3200000,2500000,Unk,Yes,2021,NFI,931,360,60,69,66,115,110
UNHCR,NRC,NFI KITS,UNHCR donor - various,Flood,Completed,PIDP,Mixed,In-Kind,Bari,Iskushuban,Baargaal,Cadayo,31/03/2021,31/05/2021,2021,30/09/2022,3200000,2500000,Unk,Yes,2021,NFI,932,360,60,69,66,115,110
UNHCR,NRC,NFI KITS,UNHCR donor - various,Flood,Completed,PIDP,Mixed,In-Kind,Bari,Iskushuban,Baargaal,Hoodaa,31/03/2021,31/05/2021,2021,30/09/2022,3200000,2500000,Unk,Yes,2021,NFI,933,360,60,69,66,115,110
UNHCR,NRC,NFI KITS,UNHCR donor - various,Flood,Completed,PIDP,Mixed,In-Kind,Bari,Iskushuban,Iskushuban,N/A,31/03/2021,31/05/2021,2021,30/09/2022,3200000,2500000,Unk,Yes,2021,NFI,941,900,150,172,166,287,275
UNHCR,NRC,NFI KITS,UNHCR donor - various,Flood,Completed,PIDP,Mixed,In-Kind,Bari,Iskushuban,Iskushuban,Yadan Yoobil,31/03/2021,31/05/2021,2021,30/09/2022,3200000,2500000,Unk,Yes,2021,NFI,928,360,60,69,66,115,110
UNHCR,NRC,NFI KITS,UNHCR donor - various,Flood,Completed,PIDP,Mixed,In-Kind,Bari,Iskushuban,Iskushuban,Gebi Gaduud,31/03/2021,31/05/2021,2021,30/09/2022,3200000,2500000,Unk,Yes,2021,NFI,929,360,60,69,66,115,110
UNHCR,NRC,NFI KITS,UNHCR donor - various,Flood,Completed,PIDP,Mixed,In-Kind,Bari,Iskushuban,Iskushuban,Mareer,31/03/2021,31/05/2021,2021,30/09/2022,3200000,2500000,Unk,Yes,2021,NFI,934,420,70,80,77,134,128
UNHCR,NRC,NFI KITS,UNHCR donor - various,Flood,Completed,PIDP,Mixed,In-Kind,Bari,Iskushuban,Iskushuban,Caleemaley,31/03/2021,31/05/2021,2021,30/09/2022,3200000,2500000,Unk,Yes,2021,NFI,935,420,70,80,77,134,128
UNHCR,NRC,NFI KITS,UNHCR donor - various,Flood,Completed,PIDP,Mixed,In-Kind,Bari,Iskushuban,Iskushuban,Careysimo,31/03/2021,31/05/2021,2021,30/09/2022,3200000,2500000,Unk,Yes,2021,NFI,927,300,50,57,55,96,92
UNHCR,NRC,NFI KITS,UNHCR donor - various,Flood,Completed,PIDP,Mixed,In-Kind,Bari,Iskushuban,Iskushuban,Kobriyaad,31/03/2021,31/05/2021,2021,30/09/2022,3200000,2500000,Unk,Yes,2021,NFI,930,360,60,69,66,115,110
UNHCR,NRC,NFI KITS,UNHCR donor - various,Flood,Completed,PIDP,Mixed,In-Kind,Bari,Iskushuban,Iskushuban,Xiriiro,31/03/2021,31/05/2021,2021,30/09/2022,3200000,2500000,Unk,Yes,2021,NFI,937,480,80,92,88,153,147
UNHCR,NRC,NFI KITS,UNHCR donor - various,Flood,Completed,PIDP,Mixed,In-Kind,Sanaag,Laasqoray,Ceel La Qoday,N/A,31/03/2021,31/05/2021,2021,30/09/2022,3200000,2500000,Unk,Yes,2021,NFI,943,1200,200,228,216,389,368
UNHCR,NRC,NFI KITS,UNHCR donor - various,Return,Completed,RRET,Urban,In-Kind,Woqooyi Galbeed,Hargeysa,Hargeysa,Nasahablood IDP,31/05/2022,28/02/2022,2022,30/09/2022,3600000,1200000,No,No,2022,NFI,1121,174,29,38,35,53,49
UNHCR,NRC,NFI KITS,UNHCR donor - various,Eviction,Completed,EVIC,Mixed,In-Kind,Awdal,Lughaye,Lughaye,Gergara,31/08/2021,31/08/2021,2021,30/09/2022,3200000,2500000,No,No,2021,NFI,948,793,100,164,141,262,226
UNHCR,NRC,NFI KITS,UNHCR donor - various,Eviction,Completed,EVIC,Mixed,In-Kind,Sanaag,Ceel Afweyn,Gar Adag,Karasharka,31/08/2021,30/09/2021,2021,30/09/2022,3200000,2500000,No,No,2021,NFI,953,872,120,163,155,284,270
UNHCR,NRC,NFI KITS,UNHCR donor - various,Eviction,Completed,EVIC,Mixed,In-Kind,Sool,Laas Caanood,Gambade,Gambadhe,31/08/2021,30/09/2021,2021,30/09/2022,3200000,2500000,No,No,2021,NFI,955,1048,140,192,171,362,323
UNHCR,NRC,NFI KITS,UNHCR donor - various,Eviction,Completed,EVIC,Mixed,In-Kind,Sool,Laas Caanood,Tuko Raq,Tukaraq,31/08/2021,30/09/2021,2021,30/09/2022,3200000,2500000,No,No,2021,NFI,956,1470,190,269,240,507,454
UNHCR,NRC,NFI KITS,UNHCR donor - various,Eviction,Completed,EVIC,Mixed,In-Kind,Sool,Caynabo,Caynabo,Caynabo,31/08/2021,30/09/2021,2021,30/09/2022,3200000,2500000,No,No,2021,NFI,952,1382,200,262,234,468,418
UNHCR,NRC,NFI KITS,UNHCR donor - various,Eviction,Completed,EVIC,Mixed,In-Kind,Togdheer,Burco,Burco,ALLA AMIN,31/08/2021,30/09/2021,2021,30/09/2022,3200000,2500000,No,No,2021,NFI,950,1385,200,282,229,483,392
UNHCR,NRC,NFI KITS,UNHCR donor - various,Eviction,Completed,EVIC,Mixed,In-Kind,Togdheer,Burco,Burco,!8 May,31/08/2021,30/09/2021,2021,30/09/2022,3200000,2500000,No,No,2021,NFI,951,2653,350,540,438,925,750
UNHCR,NRC,NFI KITS,UNHCR donor - various,Eviction,Completed,EVIC,Mixed,In-Kind,Togdheer,Buuhoodle,Buuhoodle,Buhodleh,31/08/2021,30/09/2021,2021,30/09/2022,3200000,2500000,No,No,2021,NFI,954,3496,450,723,586,1207,979
UNHCR,NRC,NFI KITS,UNHCR donor - various,Eviction,Completed,EVIC,Mixed,In-Kind,Woqooyi Galbeed,Hargeysa,Bal,Bali matan,31/08/2021,31/08/2021,2021,30/09/2022,3200000,2500000,No,No,2021,NFI,949,2147,250,466,430,651,600
UNHCR,NRC,NFI KITS,UNHCR donor - various,Fire,Completed,PIDP,Urban,In-Kind,Sool,Caynabo,Caynabo,Ainabo IDP Camp B,28/02/2021,28/02/2021,2021,30/09/2022,3200000,2500000,No,No,2021,NFI,922,150,25,28,25,51,45
UNHCR,NRC,TRANSITIONAL SHELTER,UNHCR donor - various,Conflict/Insecurity,Completed,NIDP,Urban,Cash + In-Kind,Bari,Bossaso,Bossaso/Girible,Girible,31/01/2021,30/06/2021,2021,30/09/2022,3200000,2500000,No,No,2021,SHELTER,945,654,82,124,121,207,201
UNHCR,NRC,TRANSITIONAL SHELTER,UNHCR donor - various,Conflict/Insecurity,Completed,NIDP,Urban,Cash + In-Kind,Bari,Bossaso,Bossaso/Girible,Girible,31/01/2021,30/09/2021,2021,30/09/2022,3200000,2500000,No,No,2021,SHELTER,959,600,100,114,111,190,185
UNHCR,NRC,TRANSITIONAL SHELTER,UNHCR donor - various,Drought,Completed,PIDP,Urban,Cash,Mudug,Gaalkacyo,Gaalkacyo,Jeexdin,31/01/2022,31/08/2022,2022,30/09/2022,3600000,1200000,No,No,2022,SHELTER,1300,1200,200,238,222,383,358
UNHCR,NRC,TRANSITIONAL SHELTER,UNHCR donor - various,Protracted,Completed,NIDP,Urban,In-Kind,Woqooyi Galbeed,Berbera,Berbera,N/A,31/12/2019,31/12/2019,2019,30/09/2022,2300000,1600000,Unk,Unk,2019,SHELTER,234,1824,304,380,368,544,532
UNHCR,NRC,TRANSITIONAL SHELTER,UNHCR donor - various,Protracted,Completed,NIDP,Urban,In-Kind,Woqooyi Galbeed,Berbera,Berbera,N/A,31/01/2020,31/05/2020,2020,30/09/2022,2200000,1400000,No,No,2020,SHELTER,502,882,170,186,182,260,254
UNHCR,NRC,TRANSITIONAL SHELTER,UNHCR donor - various,Protracted,Completed,NIDP,Urban,In-Kind,Woqooyi Galbeed,Berbera,Berbera,Magaalo cad settlement,31/01/2020,31/12/2020,2020,30/09/2022,2200000,1400000,No,No,2020,SHELTER,506,882,170,186,182,260,254
UNHCR,NRC,TRANSITIONAL SHELTER,UNHCR donor - various,Protracted,Completed,NIDP,Urban,In-Kind,Woqooyi Galbeed,Berbera,Berbera,Magaalo cad settlement,31/01/2020,31/12/2020,2020,30/09/2022,2200000,1400000,No,No,2020,SHELTER,509,30,6,6,6,9,9
UNHCR,NRC,TRANSITIONAL SHELTER,UNHCR donor - various,Protracted,Completed,PIDP,Mixed,In-Kind,Woqooyi Galbeed,Hargeysa,Hargeysa,Nasahablood C,31/10/2021,31/12/2021,2021,30/09/2022,3200000,2500000,No,No,2021,SHELTER,957,137,28,30,27,42,38
UNHCR,NRC,TRANSITIONAL SHELTER,UNHCR donor - various,Protracted,Completed,PIDP,Urban,Cash,Mudug,Gaalkacyo,Gaalkacyo,N/A,31/01/2022,31/07/2022,2022,30/09/2022,3600000,1200000,No,No,2022,SHELTER,1116,1200,200,238,222,383,358
UNHCR,NRC,DURABLE SHELTER,UNHCR donor - various,Drought,Ongoing,PIDP,Urban,Cash,Mudug,Gaalkacyo,Gaalkacyo,Godqaboobe,31/01/2022,31/12/2022,2022,30/09/2022,3600000,1200000,No,No,2022,SHELTER,1299,600,100,119,111,191,179
UNHCR,NRC,DURABLE SHELTER,UNHCR donor - various,Protracted,Completed,PIDP,Urban,Cash,Mudug,Gaalkacyo,Gaalkacyo,N/A,31/01/2022,31/07/2022,2022,30/09/2022,3600000,1200000,No,No,2022,SHELTER,1252,600,100,119,111,191,179
UNHCR,NRC,DURABLE SHELTER,UNHCR donor - various,Protracted,Completed,RRET,Urban,In-Kind,Bari,Bossaso,Bossaso,N/A,31/01/2019,31/01/2020,2020,30/09/2022,2200000,1400000,Unk,Unk,2020,SHELTER,501,1200,205,228,222,380,370
UNHCR,SSWC,EMERGENCY SHELTER,UNHCR donor - various,Flood,Completed,NIDP,Mixed,In-Kind,Gedo,Baardheere,Baardheere,N/A,31/05/2020,30/06/2020,2020,30/09/2022,2200000,1400000,Yes,Unk,2020,SHELTER,527,4500,696,889,774,1516,1321
UNHCR,SSWC,EMERGENCY SHELTER,UNHCR donor - various,Flood,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Berdale,N/A,31/12/2019,31/01/2020,2020,30/09/2022,2200000,1400000,Unk,Unk,2020,SHELTER,520,2400,314,389,357,862,792
UNHCR,SSWC,EMERGENCY SHELTER,UNHCR donor - various,Flood,Completed,NIDP,Urban,In-Kind,Gedo,Baardheere,Baardheere,N/A,31/12/2019,31/01/2020,2020,30/09/2022,2200000,1400000,Unk,Unk,2020,SHELTER,521,3000,464,592,516,1011,881
UNHCR,SSWC,EMERGENCY SHELTER,UNHCR donor - various,Flood,Completed,NIDP,Urban,In-Kind,Hiraan,Belet Weyne,Belet Weyne,N/A,31/12/2019,31/03/2020,2020,30/09/2022,2200000,1400000,Unk,Unk,2020,SHELTER,523,6300,822,945,941,2212,2201
UNHCR,SSWC,EMERGENCY SHELTER,UNHCR donor - various,Flood,Completed,NIDP,Urban,In-Kind,Hiraan,Bulo Burto,Bulo Burto,N/A,31/12/2019,31/03/2020,2020,30/09/2022,2200000,1400000,Unk,Unk,2020,SHELTER,524,2100,263,359,304,778,658
UNHCR,SSWC,NFI KITS,UNHCR donor - various,Flood,Completed,NIDP,Mixed,In-Kind,Gedo,Baardheere,Baardheere,N/A,31/05/2020,30/06/2020,2020,30/09/2022,2200000,1400000,Yes,Unk,2020,NFI,526,4500,696,889,774,1516,1321
UNHCR,SSWC,NFI KITS,UNHCR donor - various,Flood,Completed,NIDP,Rural,In-Kind,Lower Shabelle,Afgooye,Afgooye,"Shuko Roow, Baal Baaley,Waayo Arag,Buulo If & Aakhiro, Buulo Jaanja, Cabdow Dible, Idimoow, Qeybis, Libsoma, Muuri",30/09/2020,30/09/2020,2020,30/09/2022,2200000,1400000,Unk,Unk,2020,NFI,657,6000,794,1096,904,2193,1808
UNHCR,SSWC,NFI KITS,UNHCR donor - various,Flood,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Al-hidaya,30/06/2020,31/08/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,639,195,28,35,32,66,62
UNHCR,SSWC,NFI KITS,UNHCR donor - various,Flood,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Bula garas,30/09/2020,31/05/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,512,652,92,116,108,221,207
UNHCR,SSWC,NFI KITS,UNHCR donor - various,Flood,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Bula kulow,30/09/2020,31/05/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,513,669,95,119,111,227,213
UNHCR,SSWC,NFI KITS,UNHCR donor - various,Flood,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Degan bile,30/06/2020,31/08/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,641,849,120,150,141,288,270
UNHCR,SSWC,NFI KITS,UNHCR donor - various,Flood,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Horseed,30/09/2020,31/05/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,514,726,103,129,121,246,231
UNHCR,SSWC,NFI KITS,UNHCR donor - various,Flood,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Kaskey,30/09/2020,31/05/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,515,745,106,132,124,252,237
UNHCR,SSWC,NFI KITS,UNHCR donor - various,Flood,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Kundeeq,30/06/2020,31/08/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,643,517,73,92,86,175,164
UNHCR,SSWC,NFI KITS,UNHCR donor - various,Flood,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Kurman,30/09/2020,31/05/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,516,457,65,81,76,155,145
UNHCR,SSWC,NFI KITS,UNHCR donor - various,Flood,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Masawa,30/09/2020,31/05/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,517,655,93,116,109,222,208
UNHCR,SSWC,NFI KITS,UNHCR donor - various,Flood,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Masawa2,30/09/2020,31/05/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,518,710,101,126,118,241,226
UNHCR,SSWC,NFI KITS,UNHCR donor - various,Flood,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Wadajir,30/09/2020,31/05/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,519,569,81,101,95,193,181
UNHCR,SSWC,NFI KITS,UNHCR donor - various,Flood,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Dharkenley,Calanfuto,30/06/2020,31/08/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,640,296,42,52,49,100,94
UNHCR,SSWC,NFI KITS,UNHCR donor - various,Flood,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Dharkenley,Hooshingow,30/06/2020,31/08/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,642,259,37,46,43,88,82
UNHCR,SSWC,NFI KITS,UNHCR donor - various,Flood,Completed,NIDP,Urban,In-Kind,Gedo,Baardheere,Baardheere,N/A,31/01/2019,31/01/2020,2020,30/09/2022,2200000,1400000,Unk,Unk,2020,NFI,522,6000,928,1185,1032,2022,1761
UNHCR,SSWC,NFI KITS,UNHCR donor - various,Flood,Completed,NIDP,Urban,In-Kind,Hiraan,Bulo Burto,Bulo Burto,N/A,31/12/2019,31/03/2020,2020,30/09/2022,2200000,1400000,Unk,Unk,2020,NFI,525,1800,225,308,261,667,564
UNHCR,SSWC,NFI NON KITS,UNHCR donor - various,Flood,Completed,NIDP,N/A,In-Kind,Banadir,Banadir,Daynile,"Al Hidaya, Alle Suge, Banane, Cosoble, Degan Bille, Horseed, Horyaal, Iskaashi, Jamame, Ramas, Shidane, Tanad, Wanagsan, Yaqle",30/11/2020,30/11/2020,2020,30/09/2022,2200000,1400000,Unk,Unk,2020,NFI,658,2100,298,372,349,711,667
UNHCR,UNHCR,EMERGENCY SHELTER,UNHCR donor - various,Flood,Completed,NIDP,Urban,In-Kind,Hiraan,Belet Weyne,Belet Weyne,N/A,30/11/2019,30/11/2019,2019,30/09/2022,2300000,1600000,Unk,Unk,2019,SHELTER,196,6000,1000,1248,1210,1790,1752
UNHCR,UNHCR,EMERGENCY SHELTER,UNHCR donor - various,Flood,Completed,NIDP,Urban,In-Kind,Hiraan,Belet Weyne,Belet Weyne,N/A,30/11/2019,31/12/2019,2019,30/09/2022,2300000,1600000,Unk,Unk,2019,SHELTER,224,1272,212,264,256,380,372
UNHCR,UNHCR,NFI KITS,UNHCR donor - various,Conflict/Insecurity,Completed,NIDP,Mixed,In-Kind,Banadir,Banadir,Mogadishu,N/A,31/01/2020,31/03/2020,2020,30/09/2022,2200000,1400000,Unk,Unk,2020,NFI,535,1500,213,266,249,508,477
UNHCR,UNHCR,NFI KITS,UNHCR donor - various,Conflict/Insecurity,Completed,NIDP,Mixed,In-Kind,Gedo,Doolow,Doolow,N/A,31/01/2020,31/08/2020,2020,30/09/2022,2200000,1400000,Unk,Unk,2020,NFI,645,3750,588,750,662,1241,1096
UNHCR,UNHCR,NFI KITS,UNHCR donor - various,Conflict/Insecurity,Completed,NIDP,Mixed,In-Kind,Gedo,Doolow,Doolow,N/A,31/01/2020,31/03/2020,2020,30/09/2022,2200000,1400000,Unk,Unk,2020,NFI,538,2250,353,450,397,745,658
UNHCR,UNHCR,NFI KITS,UNHCR donor - various,Conflict/Insecurity,Completed,NIDP,Mixed,In-Kind,Lower Juba,Afmadow,Afmadow,N/A,31/12/2019,31/12/2019,2019,30/09/2022,2300000,1600000,Unk,Unk,2019,NFI,216,14028,2338,2920,2830,4182,4096
UNHCR,UNHCR,NFI KITS,UNHCR donor - various,Conflict/Insecurity,Completed,NIDP,Mixed,In-Kind,Lower Juba,Afmadow,Dhobley,N/A,31/12/2019,31/12/2019,2019,30/09/2022,2300000,1600000,Unk,Unk,2019,NFI,215,9360,1560,1948,1888,2792,2732
UNHCR,UNHCR,NFI KITS,UNHCR donor - various,Conflict/Insecurity,Completed,PIDP,Mixed,In-Kind,Banadir,Banadir,Mogadishu,N/A,31/01/2020,31/08/2020,2020,30/09/2022,2200000,1400000,Unk,Unk,2020,NFI,644,3000,426,532,499,1016,953
UNHCR,UNHCR,NFI KITS,UNHCR donor - various,Flood,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Dharkenley,N/A,30/11/2019,30/11/2019,2019,30/09/2022,2300000,1600000,Unk,Unk,2019,NFI,198,1800,300,374,364,536,526
UNHCR,UNHCR,NFI KITS,UNHCR donor - various,Flood,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Baidoa,N/A,30/11/2019,30/11/2019,2019,30/09/2022,2300000,1600000,Unk,Unk,2019,NFI,197,1680,280,350,338,500,490
UNHCR,UNHCR,NFI KITS,UNHCR donor - various,Flood,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Baidoa,N/A,30/11/2019,31/12/2019,2019,30/09/2022,2300000,1600000,Unk,Unk,2019,NFI,218,2400,400,500,484,716,700
UNHCR,UNHCR,NFI KITS,UNHCR donor - various,Flood,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Berdale,N/A,30/11/2019,31/12/2019,2019,30/09/2022,2300000,1600000,Unk,Unk,2019,NFI,219,3600,600,750,726,1074,1052
UNHCR,UNHCR,NFI KITS,UNHCR donor - various,Flood,Completed,NIDP,Urban,In-Kind,Hiraan,Belet Weyne,Belet Weyne,N/A,30/11/2019,30/11/2019,2019,30/09/2022,2300000,1600000,Unk,Unk,2019,NFI,195,18324,3054,3814,3696,5464,5350
UNHCR,UNHCR,NFI KITS,UNHCR donor - various,Flood,Completed,NIDP,Urban,In-Kind,Hiraan,Belet Weyne,Belet Weyne,N/A,30/11/2019,31/12/2019,2019,30/09/2022,2300000,1600000,Unk,Unk,2019,NFI,217,23256,3876,4840,4690,6934,6790
UNHCR,UNHCR,NFI KITS,UNHCR donor - various,Flood,Completed,NIDP,Urban,In-Kind,Mudug,Gaalkacyo,Gaalkacyo,N/A,31/05/2019,31/05/2019,2019,30/09/2022,2300000,1600000,Unk,Unk,2019,NFI,40,360,60,74,72,108,106
UNHCR,UNHCR,NFI KITS,UNHCR donor - various,Flood,Completed,NIDP,Urban,In-Kind,Galgaduud,Cadaado,Cadaado,N/A,30/11/2019,31/12/2019,2019,30/09/2022,2300000,1600000,Unk,Unk,2019,NFI,229,3840,640,800,774,1146,1122
UNHCR,UNHCR,NFI KITS,UNHCR donor - various,Protracted,Completed,PIDP,Mixed,In-Kind,Bari,Bossaso,Bossaso,N/A,31/01/2020,31/03/2020,2020,30/09/2022,2200000,1400000,Unk,Unk,2020,NFI,537,1134,193,216,210,359,349
UNHCR,UNHCR,NFI KITS,UNHCR donor - various,Protracted,Completed,PIDP,Mixed,In-Kind,Bari,Bossaso,Bossaso,N/A,29/02/2020,29/02/2020,2020,30/09/2022,2200000,1400000,Unk,Unk,2020,NFI,536,1134,193,216,210,359,349
UNHCR,WISE,EMERGENCY SHELTER,UNHCR donor - various,Flood,Completed,HOST,Mixed,In-Kind,Mudug,Hobyo,Bacadwayn,Mixed,31/07/2020,31/12/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,SHELTER,651,6000,998,1290,1128,1911,1671
UNHCR,WISE,EMERGENCY SHELTER,UNHCR donor - various,Flood,Completed,PIDP,Mixed,In-Kind,Mudug,Gaalkacyo,Bulo Noto IDP,"Bulo Nooto, Bulo jawaan, Gurmad, daryeel, Qorahey, hiran 2",31/07/2020,31/12/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,SHELTER,648,3600,590,713,666,1148,1073
UNHCR,WISE,EMERGENCY SHELTER,UNHCR donor - various,Flood,Completed,PIDP,Mixed,In-Kind,Mudug,Gaalkacyo,Dadar,"Bulo Agoon, Dayah, samawade, syl, alla Amin, orshe, alla Amin 2, samawed 2",31/07/2020,31/12/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,SHELTER,649,2400,394,475,444,765,716
UNHCR,WISE,NFI KITS,UNHCR donor - various,Flood,Completed,HOST,Mixed,In-Kind,Mudug,Hobyo,Bacadwayn,Mixed,31/07/2020,31/08/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,650,6000,998,1290,1128,1911,1671
UNHCR,WISE,NFI KITS,UNHCR donor - various,Flood,Completed,PIDP,Mixed,In-Kind,Mudug,Gaalkacyo,Bulo Noto IDP,"Bulo Nooto, Bulo jawaan, Gurmad, daryeel, Qorahey, hiran 2",31/07/2020,31/08/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,646,3600,590,713,666,1148,1073
UNHCR,WISE,NFI KITS,UNHCR donor - various,Flood,Completed,PIDP,Mixed,In-Kind,Mudug,Gaalkacyo,Dadar,"Bulo Agoon, Dayah, samawade, syl, alla Amin, orshe, alla Amin 2, samawed 2",31/07/2020,31/08/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,647,2400,394,475,444,765,716
UNHCR,WISE,NFI KITS,UNHCR donor - various,Protracted,Completed,NIDP,Urban,In-Kind,Mudug,Gaalkacyo,Gaalkacyo,N/A,31/10/2019,31/10/2019,2019,30/09/2022,2300000,1600000,Unk,Unk,2019,NFI,132,15600,2600,3246,3146,4652,4554
UNHCR,SWDC,EMERGENCY SHELTER,UNHCR donor - various,Flood,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Baidoa,N/A,31/12/2019,31/01/2020,2020,30/09/2022,2200000,1400000,Unk,Unk,2020,SHELTER,528,2400,314,389,357,862,792
